Provincias	Tamaño de los municipios	Periodo	Total
31 Navarra	De 3.001 a 5.000	2004	16
31 Navarra	De 3.001 a 5.000	2003	16
31 Navarra	De 3.001 a 5.000	2002	16
31 Navarra	De 3.001 a 5.000	2001	14
31 Navarra	De 3.001 a 5.000	2000	14
31 Navarra	De 3.001 a 5.000	1999	16
31 Navarra	De 3.001 a 5.000	1998	16
31 Navarra	De 3.001 a 5.000	1997	""
31 Navarra	De 3.001 a 5.000	1996	14
31 Navarra	De 5.001 a 10.000	2021	9
31 Navarra	De 5.001 a 10.000	2020	9
31 Navarra	De 5.001 a 10.000	2019	9
31 Navarra	De 5.001 a 10.000	2018	9
31 Navarra	De 5.001 a 10.000	2017	11
31 Navarra	De 5.001 a 10.000	2016	12
31 Navarra	De 5.001 a 10.000	2015	12
31 Navarra	De 5.001 a 10.000	2014	12
31 Navarra	De 5.001 a 10.000	2013	12
31 Navarra	De 5.001 a 10.000	2012	12
31 Navarra	De 5.001 a 10.000	2011	12
31 Navarra	De 5.001 a 10.000	2010	11
31 Navarra	De 5.001 a 10.000	2009	11
31 Navarra	De 5.001 a 10.000	2008	12
31 Navarra	De 5.001 a 10.000	2007	12
31 Navarra	De 5.001 a 10.000	2006	11
31 Navarra	De 5.001 a 10.000	2005	10
31 Navarra	De 5.001 a 10.000	2004	9
31 Navarra	De 5.001 a 10.000	2003	8
31 Navarra	De 5.001 a 10.000	2002	9
31 Navarra	De 5.001 a 10.000	2001	9
31 Navarra	De 5.001 a 10.000	2000	9
31 Navarra	De 5.001 a 10.000	1999	8
31 Navarra	De 5.001 a 10.000	1998	10
31 Navarra	De 5.001 a 10.000	1997	""
31 Navarra	De 5.001 a 10.000	1996	10
31 Navarra	De 10.001 a 20.000	2021	9
31 Navarra	De 10.001 a 20.000	2020	8
31 Navarra	De 10.001 a 20.000	2019	8
31 Navarra	De 10.001 a 20.000	2018	8
31 Navarra	De 10.001 a 20.000	2017	7
31 Navarra	De 10.001 a 20.000	2016	6
31 Navarra	De 10.001 a 20.000	2015	7
31 Navarra	De 10.001 a 20.000	2014	7
31 Navarra	De 10.001 a 20.000	2013	7
31 Navarra	De 10.001 a 20.000	2012	7
31 Navarra	De 10.001 a 20.000	2011	7
31 Navarra	De 10.001 a 20.000	2010	7
31 Navarra	De 10.001 a 20.000	2009	7
31 Navarra	De 10.001 a 20.000	2008	6
31 Navarra	De 10.001 a 20.000	2007	6
31 Navarra	De 10.001 a 20.000	2006	5
31 Navarra	De 10.001 a 20.000	2005	5
31 Navarra	De 10.001 a 20.000	2004	5
31 Navarra	De 10.001 a 20.000	2003	5
31 Navarra	De 10.001 a 20.000	2002	4
31 Navarra	De 10.001 a 20.000	2001	4
31 Navarra	De 10.001 a 20.000	2000	4
31 Navarra	De 10.001 a 20.000	1999	4
31 Navarra	De 10.001 a 20.000	1998	3
31 Navarra	De 10.001 a 20.000	1997	""
31 Navarra	De 10.001 a 20.000	1996	4
31 Navarra	De 20.001 a 30.000	2021	1
31 Navarra	De 20.001 a 30.000	2020	2
31 Navarra	De 20.001 a 30.000	2019	2
31 Navarra	De 20.001 a 30.000	2018	2
31 Navarra	De 20.001 a 30.000	2017	2
31 Navarra	De 20.001 a 30.000	2016	2
31 Navarra	De 20.001 a 30.000	2015	1
31 Navarra	De 20.001 a 30.000	2014	1
31 Navarra	De 20.001 a 30.000	2013	1
31 Navarra	De 20.001 a 30.000	2012	1
31 Navarra	De 20.001 a 30.000	2011	1
31 Navarra	De 20.001 a 30.000	2010	1
31 Navarra	De 20.001 a 30.000	2009	1
31 Navarra	De 20.001 a 30.000	2008	1
31 Navarra	De 20.001 a 30.000	2007	1
31 Navarra	De 20.001 a 30.000	2006	1
31 Navarra	De 20.001 a 30.000	2005	1
31 Navarra	De 20.001 a 30.000	2004	1
31 Navarra	De 20.001 a 30.000	2003	1
31 Navarra	De 20.001 a 30.000	2002	1
31 Navarra	De 20.001 a 30.000	2001	2
31 Navarra	De 20.001 a 30.000	2000	2
31 Navarra	De 20.001 a 30.000	1999	2
31 Navarra	De 20.001 a 30.000	1998	2
31 Navarra	De 20.001 a 30.000	1997	""
31 Navarra	De 20.001 a 30.000	1996	1
31 Navarra	De 30.001 a 50.000	2021	1
31 Navarra	De 30.001 a 50.000	2020	1
31 Navarra	De 30.001 a 50.000	2019	1
31 Navarra	De 30.001 a 50.000	2018	1
31 Navarra	De 30.001 a 50.000	2017	1
31 Navarra	De 30.001 a 50.000	2016	1
31 Navarra	De 30.001 a 50.000	2015	1
31 Navarra	De 30.001 a 50.000	2014	1
31 Navarra	De 30.001 a 50.000	2013	1
31 Navarra	De 30.001 a 50.000	2012	1
31 Navarra	De 30.001 a 50.000	2011	1
31 Navarra	De 30.001 a 50.000	2010	1
31 Navarra	De 30.001 a 50.000	2009	1
31 Navarra	De 30.001 a 50.000	2008	1
31 Navarra	De 30.001 a 50.000	2007	1
31 Navarra	De 30.001 a 50.000	2006	1
31 Navarra	De 30.001 a 50.000	2005	1
31 Navarra	De 30.001 a 50.000	2004	1
31 Navarra	De 30.001 a 50.000	2003	1
31 Navarra	De 30.001 a 50.000	2002	1
31 Navarra	De 30.001 a 50.000	2001	0
31 Navarra	De 30.001 a 50.000	2000	0
31 Navarra	De 30.001 a 50.000	1999	0
31 Navarra	De 30.001 a 50.000	1998	0
31 Navarra	De 30.001 a 50.000	1997	""
31 Navarra	De 30.001 a 50.000	1996	0
31 Navarra	De 50.001 a 100.000	2021	0
31 Navarra	De 50.001 a 100.000	2020	0
31 Navarra	De 50.001 a 100.000	2019	0
31 Navarra	De 50.001 a 100.000	2018	0
31 Navarra	De 50.001 a 100.000	2017	0
31 Navarra	De 50.001 a 100.000	2016	0
31 Navarra	De 50.001 a 100.000	2015	0
31 Navarra	De 50.001 a 100.000	2014	0
31 Navarra	De 50.001 a 100.000	2013	0
31 Navarra	De 50.001 a 100.000	2012	0
31 Navarra	De 50.001 a 100.000	2011	0
31 Navarra	De 50.001 a 100.000	2010	0
31 Navarra	De 50.001 a 100.000	2009	0
31 Navarra	De 50.001 a 100.000	2008	0
31 Navarra	De 50.001 a 100.000	2007	0
31 Navarra	De 50.001 a 100.000	2006	0
31 Navarra	De 50.001 a 100.000	2005	0
31 Navarra	De 50.001 a 100.000	2004	0
31 Navarra	De 50.001 a 100.000	2003	0
31 Navarra	De 50.001 a 100.000	2002	0
31 Navarra	De 50.001 a 100.000	2001	0
31 Navarra	De 50.001 a 100.000	2000	0
31 Navarra	De 50.001 a 100.000	1999	0
31 Navarra	De 50.001 a 100.000	1998	0
31 Navarra	De 50.001 a 100.000	1997	""
31 Navarra	De 50.001 a 100.000	1996	0
31 Navarra	De 100.001 a 500.000	2021	1
31 Navarra	De 100.001 a 500.000	2020	1
31 Navarra	De 100.001 a 500.000	2019	1
31 Navarra	De 100.001 a 500.000	2018	1
31 Navarra	De 100.001 a 500.000	2017	1
31 Navarra	De 100.001 a 500.000	2016	1
31 Navarra	De 100.001 a 500.000	2015	1
31 Navarra	De 100.001 a 500.000	2014	1
31 Navarra	De 100.001 a 500.000	2013	1
31 Navarra	De 100.001 a 500.000	2012	1
31 Navarra	De 100.001 a 500.000	2011	1
31 Navarra	De 100.001 a 500.000	2010	1
31 Navarra	De 100.001 a 500.000	2009	1
31 Navarra	De 100.001 a 500.000	2008	1
31 Navarra	De 100.001 a 500.000	2007	1
31 Navarra	De 100.001 a 500.000	2006	1
31 Navarra	De 100.001 a 500.000	2005	1
31 Navarra	De 100.001 a 500.000	2004	1
31 Navarra	De 100.001 a 500.000	2003	1
31 Navarra	De 100.001 a 500.000	2002	1
31 Navarra	De 100.001 a 500.000	2001	1
31 Navarra	De 100.001 a 500.000	2000	1
31 Navarra	De 100.001 a 500.000	1999	1
31 Navarra	De 100.001 a 500.000	1998	1
31 Navarra	De 100.001 a 500.000	1997	""
31 Navarra	De 100.001 a 500.000	1996	1
31 Navarra	Más de 500.000	2021	0
31 Navarra	Más de 500.000	2020	0
31 Navarra	Más de 500.000	2019	0
31 Navarra	Más de 500.000	2018	0
31 Navarra	Más de 500.000	2017	0
31 Navarra	Más de 500.000	2016	0
31 Navarra	Más de 500.000	2015	0
31 Navarra	Más de 500.000	2014	0
31 Navarra	Más de 500.000	2013	0
31 Navarra	Más de 500.000	2012	0
31 Navarra	Más de 500.000	2011	0
31 Navarra	Más de 500.000	2010	0
31 Navarra	Más de 500.000	2009	0
31 Navarra	Más de 500.000	2008	0
31 Navarra	Más de 500.000	2007	0
31 Navarra	Más de 500.000	2006	0
31 Navarra	Más de 500.000	2005	0
31 Navarra	Más de 500.000	2004	0
31 Navarra	Más de 500.000	2003	0
31 Navarra	Más de 500.000	2002	0
31 Navarra	Más de 500.000	2001	0
31 Navarra	Más de 500.000	2000	0
31 Navarra	Más de 500.000	1999	0
31 Navarra	Más de 500.000	1998	0
31 Navarra	Más de 500.000	1997	""
31 Navarra	Más de 500.000	1996	0
32 Ourense	Total	2021	92
32 Ourense	Total	2020	92
32 Ourense	Total	2019	92
32 Ourense	Total	2018	92
32 Ourense	Total	2017	92
32 Ourense	Total	2016	92
32 Ourense	Total	2015	92
32 Ourense	Total	2014	92
32 Ourense	Total	2013	92
32 Ourense	Total	2012	92
32 Ourense	Total	2011	92
32 Ourense	Total	2010	92
32 Ourense	Total	2009	92
32 Ourense	Total	2008	92
32 Ourense	Total	2007	92
32 Ourense	Total	2006	92
32 Ourense	Total	2005	92
32 Ourense	Total	2004	92
32 Ourense	Total	2003	92
32 Ourense	Total	2002	92
32 Ourense	Total	2001	92
32 Ourense	Total	2000	92
32 Ourense	Total	1999	92
32 Ourense	Total	1998	92
32 Ourense	Total	1997	""
32 Ourense	Total	1996	92
32 Ourense	Menos de 101	2021	0
32 Ourense	Menos de 101	2020	0
32 Ourense	Menos de 101	2019	0
32 Ourense	Menos de 101	2018	0
32 Ourense	Menos de 101	2017	0
32 Ourense	Menos de 101	2016	0
32 Ourense	Menos de 101	2015	0
32 Ourense	Menos de 101	2014	0
32 Ourense	Menos de 101	2013	0
32 Ourense	Menos de 101	2012	0
32 Ourense	Menos de 101	2011	0
32 Ourense	Menos de 101	2010	0
32 Ourense	Menos de 101	2009	0
32 Ourense	Menos de 101	2008	0
32 Ourense	Menos de 101	2007	0
32 Ourense	Menos de 101	2006	0
32 Ourense	Menos de 101	2005	0
32 Ourense	Menos de 101	2004	0
32 Ourense	Menos de 101	2003	0
32 Ourense	Menos de 101	2002	0
32 Ourense	Menos de 101	2001	0
32 Ourense	Menos de 101	2000	0
32 Ourense	Menos de 101	1999	0
32 Ourense	Menos de 101	1998	0
32 Ourense	Menos de 101	1997	""
32 Ourense	Menos de 101	1996	0
32 Ourense	De 101 a 500	2021	5
32 Ourense	De 101 a 500	2020	5
32 Ourense	De 101 a 500	2019	4
32 Ourense	De 101 a 500	2018	4
32 Ourense	De 101 a 500	2017	4
32 Ourense	De 101 a 500	2016	3
32 Ourense	De 101 a 500	2015	2
32 Ourense	De 101 a 500	2014	2
32 Ourense	De 101 a 500	2013	2
32 Ourense	De 101 a 500	2012	2
32 Ourense	De 101 a 500	2011	1
32 Ourense	De 101 a 500	2010	1
32 Ourense	De 101 a 500	2009	1
32 Ourense	De 101 a 500	2008	0
32 Ourense	De 101 a 500	2007	0
32 Ourense	De 101 a 500	2006	0
32 Ourense	De 101 a 500	2005	0
32 Ourense	De 101 a 500	2004	0
32 Ourense	De 101 a 500	2003	0
32 Ourense	De 101 a 500	2002	0
32 Ourense	De 101 a 500	2001	0
32 Ourense	De 101 a 500	2000	0
32 Ourense	De 101 a 500	1999	0
32 Ourense	De 101 a 500	1998	0
32 Ourense	De 101 a 500	1997	""
32 Ourense	De 101 a 500	1996	0
32 Ourense	De 501 a 1.000	2021	22
32 Ourense	De 501 a 1.000	2020	22
32 Ourense	De 501 a 1.000	2019	23
32 Ourense	De 501 a 1.000	2018	22
32 Ourense	De 501 a 1.000	2017	21
32 Ourense	De 501 a 1.000	2016	21
32 Ourense	De 501 a 1.000	2015	20
32 Ourense	De 501 a 1.000	2014	19
32 Ourense	De 501 a 1.000	2013	18
32 Ourense	De 501 a 1.000	2012	15
32 Ourense	De 501 a 1.000	2011	14
32 Ourense	De 501 a 1.000	2010	16
32 Ourense	De 501 a 1.000	2009	12
32 Ourense	De 501 a 1.000	2008	12
32 Ourense	De 501 a 1.000	2007	10
32 Ourense	De 501 a 1.000	2006	10
32 Ourense	De 501 a 1.000	2005	10
32 Ourense	De 501 a 1.000	2004	10
32 Ourense	De 501 a 1.000	2003	10
32 Ourense	De 501 a 1.000	2002	10
32 Ourense	De 501 a 1.000	2001	10
32 Ourense	De 501 a 1.000	2000	9
32 Ourense	De 501 a 1.000	1999	9
32 Ourense	De 501 a 1.000	1998	8
32 Ourense	De 501 a 1.000	1997	""
32 Ourense	De 501 a 1.000	1996	7
32 Ourense	De 1.001 a 2.000	2021	41
32 Ourense	De 1.001 a 2.000	2020	42
32 Ourense	De 1.001 a 2.000	2019	42
32 Ourense	De 1.001 a 2.000	2018	42
32 Ourense	De 1.001 a 2.000	2017	43
32 Ourense	De 1.001 a 2.000	2016	43
32 Ourense	De 1.001 a 2.000	2015	41
32 Ourense	De 1.001 a 2.000	2014	41
32 Ourense	De 1.001 a 2.000	2013	40
32 Ourense	De 1.001 a 2.000	2012	43
32 Ourense	De 1.001 a 2.000	2011	43
32 Ourense	De 1.001 a 2.000	2010	40
32 Ourense	De 1.001 a 2.000	2009	45
32 Ourense	De 1.001 a 2.000	2008	46
32 Ourense	De 1.001 a 2.000	2007	46
32 Ourense	De 1.001 a 2.000	2006	43
32 Ourense	De 1.001 a 2.000	2005	41
32 Ourense	De 1.001 a 2.000	2004	42
32 Ourense	De 1.001 a 2.000	2003	41
32 Ourense	De 1.001 a 2.000	2002	37
32 Ourense	De 1.001 a 2.000	2001	38
32 Ourense	De 1.001 a 2.000	2000	37
32 Ourense	De 1.001 a 2.000	1999	37
32 Ourense	De 1.001 a 2.000	1998	36
32 Ourense	De 1.001 a 2.000	1997	""
32 Ourense	De 1.001 a 2.000	1996	36
32 Ourense	De 2.001 a 3.000	2021	11
32 Ourense	De 2.001 a 3.000	2020	10
32 Ourense	De 2.001 a 3.000	2019	10
32 Ourense	De 2.001 a 3.000	2018	11
32 Ourense	De 2.001 a 3.000	2017	11
32 Ourense	De 2.001 a 3.000	2016	12
32 Ourense	De 2.001 a 3.000	2015	15
32 Ourense	De 2.001 a 3.000	2014	16
32 Ourense	De 2.001 a 3.000	2013	16
32 Ourense	De 2.001 a 3.000	2012	16
32 Ourense	De 2.001 a 3.000	2011	17
32 Ourense	De 2.001 a 3.000	2010	17
32 Ourense	De 2.001 a 3.000	2009	15
32 Ourense	De 2.001 a 3.000	2008	15
32 Ourense	De 2.001 a 3.000	2007	17
32 Ourense	De 2.001 a 3.000	2006	20
32 Ourense	De 2.001 a 3.000	2005	22
32 Ourense	De 2.001 a 3.000	2004	21
32 Ourense	De 2.001 a 3.000	2003	21
32 Ourense	De 2.001 a 3.000	2002	25
32 Ourense	De 2.001 a 3.000	2001	24
32 Ourense	De 2.001 a 3.000	2000	26
32 Ourense	De 2.001 a 3.000	1999	26
32 Ourense	De 2.001 a 3.000	1998	28
32 Ourense	De 2.001 a 3.000	1997	""
32 Ourense	De 2.001 a 3.000	1996	26
32 Ourense	De 3.001 a 5.000	2021	2
32 Ourense	De 3.001 a 5.000	2020	2
32 Ourense	De 3.001 a 5.000	2019	2
32 Ourense	De 3.001 a 5.000	2018	2
32 Ourense	De 3.001 a 5.000	2017	2
32 Ourense	De 3.001 a 5.000	2016	2
32 Ourense	De 3.001 a 5.000	2015	3
32 Ourense	De 3.001 a 5.000	2014	4
32 Ourense	De 3.001 a 5.000	2013	6
32 Ourense	De 3.001 a 5.000	2012	6
32 Ourense	De 3.001 a 5.000	2011	7
32 Ourense	De 3.001 a 5.000	2010	8
32 Ourense	De 3.001 a 5.000	2009	9
32 Ourense	De 3.001 a 5.000	2008	9
32 Ourense	De 3.001 a 5.000	2007	9
32 Ourense	De 3.001 a 5.000	2006	9
32 Ourense	De 3.001 a 5.000	2005	9
32 Ourense	De 3.001 a 5.000	2004	9
32 Ourense	De 3.001 a 5.000	2003	9
32 Ourense	De 3.001 a 5.000	2002	9
32 Ourense	De 3.001 a 5.000	2001	9
32 Ourense	De 3.001 a 5.000	2000	10
32 Ourense	De 3.001 a 5.000	1999	11
32 Ourense	De 3.001 a 5.000	1998	10
32 Ourense	De 3.001 a 5.000	1997	""
32 Ourense	De 3.001 a 5.000	1996	13
32 Ourense	De 5.001 a 10.000	2021	6
32 Ourense	De 5.001 a 10.000	2020	6
32 Ourense	De 5.001 a 10.000	2019	6
32 Ourense	De 5.001 a 10.000	2018	6
32 Ourense	De 5.001 a 10.000	2017	6
32 Ourense	De 5.001 a 10.000	2016	5
32 Ourense	De 5.001 a 10.000	2015	5
32 Ourense	De 5.001 a 10.000	2014	4
32 Ourense	De 5.001 a 10.000	2013	4
32 Ourense	De 5.001 a 10.000	2012	4
32 Ourense	De 5.001 a 10.000	2011	5
32 Ourense	De 5.001 a 10.000	2010	5
32 Ourense	De 5.001 a 10.000	2009	5
32 Ourense	De 5.001 a 10.000	2008	5
32 Ourense	De 5.001 a 10.000	2007	5
32 Ourense	De 5.001 a 10.000	2006	6
32 Ourense	De 5.001 a 10.000	2005	6
32 Ourense	De 5.001 a 10.000	2004	6
32 Ourense	De 5.001 a 10.000	2003	7
32 Ourense	De 5.001 a 10.000	2002	7
32 Ourense	De 5.001 a 10.000	2001	7
32 Ourense	De 5.001 a 10.000	2000	6
32 Ourense	De 5.001 a 10.000	1999	5
32 Ourense	De 5.001 a 10.000	1998	6
32 Ourense	De 5.001 a 10.000	1997	""
32 Ourense	De 5.001 a 10.000	1996	6
32 Ourense	De 10.001 a 20.000	2021	4
32 Ourense	De 10.001 a 20.000	2020	4
32 Ourense	De 10.001 a 20.000	2019	4
32 Ourense	De 10.001 a 20.000	2018	4
32 Ourense	De 10.001 a 20.000	2017	4
32 Ourense	De 10.001 a 20.000	2016	5
32 Ourense	De 10.001 a 20.000	2015	5
32 Ourense	De 10.001 a 20.000	2014	5
32 Ourense	De 10.001 a 20.000	2013	5
32 Ourense	De 10.001 a 20.000	2012	5
32 Ourense	De 10.001 a 20.000	2011	4
32 Ourense	De 10.001 a 20.000	2010	4
32 Ourense	De 10.001 a 20.000	2009	4
32 Ourense	De 10.001 a 20.000	2008	4
32 Ourense	De 10.001 a 20.000	2007	4
32 Ourense	De 10.001 a 20.000	2006	3
32 Ourense	De 10.001 a 20.000	2005	3
32 Ourense	De 10.001 a 20.000	2004	3
32 Ourense	De 10.001 a 20.000	2003	3
32 Ourense	De 10.001 a 20.000	2002	3
32 Ourense	De 10.001 a 20.000	2001	3
32 Ourense	De 10.001 a 20.000	2000	3
32 Ourense	De 10.001 a 20.000	1999	3
32 Ourense	De 10.001 a 20.000	1998	3
32 Ourense	De 10.001 a 20.000	1997	""
32 Ourense	De 10.001 a 20.000	1996	3
32 Ourense	De 20.001 a 30.000	2021	0
32 Ourense	De 20.001 a 30.000	2020	0
32 Ourense	De 20.001 a 30.000	2019	0
32 Ourense	De 20.001 a 30.000	2018	0
32 Ourense	De 20.001 a 30.000	2017	0
32 Ourense	De 20.001 a 30.000	2016	0
32 Ourense	De 20.001 a 30.000	2015	0
32 Ourense	De 20.001 a 30.000	2014	0
32 Ourense	De 20.001 a 30.000	2013	0
32 Ourense	De 20.001 a 30.000	2012	0
32 Ourense	De 20.001 a 30.000	2011	0
32 Ourense	De 20.001 a 30.000	2010	0
32 Ourense	De 20.001 a 30.000	2009	0
32 Ourense	De 20.001 a 30.000	2008	0
32 Ourense	De 20.001 a 30.000	2007	0
32 Ourense	De 20.001 a 30.000	2006	0
32 Ourense	De 20.001 a 30.000	2005	0
32 Ourense	De 20.001 a 30.000	2004	0
32 Ourense	De 20.001 a 30.000	2003	0
32 Ourense	De 20.001 a 30.000	2002	0
32 Ourense	De 20.001 a 30.000	2001	0
32 Ourense	De 20.001 a 30.000	2000	0
32 Ourense	De 20.001 a 30.000	1999	0
32 Ourense	De 20.001 a 30.000	1998	0
32 Ourense	De 20.001 a 30.000	1997	""
32 Ourense	De 20.001 a 30.000	1996	0
32 Ourense	De 30.001 a 50.000	2021	0
32 Ourense	De 30.001 a 50.000	2020	0
32 Ourense	De 30.001 a 50.000	2019	0
32 Ourense	De 30.001 a 50.000	2018	0
32 Ourense	De 30.001 a 50.000	2017	0
32 Ourense	De 30.001 a 50.000	2016	0
32 Ourense	De 30.001 a 50.000	2015	0
32 Ourense	De 30.001 a 50.000	2014	0
32 Ourense	De 30.001 a 50.000	2013	0
32 Ourense	De 30.001 a 50.000	2012	0
32 Ourense	De 30.001 a 50.000	2011	0
32 Ourense	De 30.001 a 50.000	2010	0
32 Ourense	De 30.001 a 50.000	2009	0
32 Ourense	De 30.001 a 50.000	2008	0
32 Ourense	De 30.001 a 50.000	2007	0
32 Ourense	De 30.001 a 50.000	2006	0
32 Ourense	De 30.001 a 50.000	2005	0
32 Ourense	De 30.001 a 50.000	2004	0
32 Ourense	De 30.001 a 50.000	2003	0
32 Ourense	De 30.001 a 50.000	2002	0
32 Ourense	De 30.001 a 50.000	2001	0
32 Ourense	De 30.001 a 50.000	2000	0
32 Ourense	De 30.001 a 50.000	1999	0
32 Ourense	De 30.001 a 50.000	1998	0
32 Ourense	De 30.001 a 50.000	1997	""
32 Ourense	De 30.001 a 50.000	1996	0
32 Ourense	De 50.001 a 100.000	2021	0
32 Ourense	De 50.001 a 100.000	2020	0
32 Ourense	De 50.001 a 100.000	2019	0
32 Ourense	De 50.001 a 100.000	2018	0
32 Ourense	De 50.001 a 100.000	2017	0
32 Ourense	De 50.001 a 100.000	2016	0
32 Ourense	De 50.001 a 100.000	2015	0
32 Ourense	De 50.001 a 100.000	2014	0
32 Ourense	De 50.001 a 100.000	2013	0
32 Ourense	De 50.001 a 100.000	2012	0
32 Ourense	De 50.001 a 100.000	2011	0
32 Ourense	De 50.001 a 100.000	2010	0
32 Ourense	De 50.001 a 100.000	2009	0
32 Ourense	De 50.001 a 100.000	2008	0
32 Ourense	De 50.001 a 100.000	2007	0
32 Ourense	De 50.001 a 100.000	2006	0
32 Ourense	De 50.001 a 100.000	2005	0
32 Ourense	De 50.001 a 100.000	2004	0
32 Ourense	De 50.001 a 100.000	2003	0
32 Ourense	De 50.001 a 100.000	2002	0
32 Ourense	De 50.001 a 100.000	2001	0
32 Ourense	De 50.001 a 100.000	2000	0
32 Ourense	De 50.001 a 100.000	1999	0
32 Ourense	De 50.001 a 100.000	1998	0
32 Ourense	De 50.001 a 100.000	1997	""
32 Ourense	De 50.001 a 100.000	1996	0
32 Ourense	De 100.001 a 500.000	2021	1
32 Ourense	De 100.001 a 500.000	2020	1
32 Ourense	De 100.001 a 500.000	2019	1
32 Ourense	De 100.001 a 500.000	2018	1
32 Ourense	De 100.001 a 500.000	2017	1
32 Ourense	De 100.001 a 500.000	2016	1
32 Ourense	De 100.001 a 500.000	2015	1
32 Ourense	De 100.001 a 500.000	2014	1
32 Ourense	De 100.001 a 500.000	2013	1
32 Ourense	De 100.001 a 500.000	2012	1
32 Ourense	De 100.001 a 500.000	2011	1
32 Ourense	De 100.001 a 500.000	2010	1
32 Ourense	De 100.001 a 500.000	2009	1
32 Ourense	De 100.001 a 500.000	2008	1
32 Ourense	De 100.001 a 500.000	2007	1
32 Ourense	De 100.001 a 500.000	2006	1
32 Ourense	De 100.001 a 500.000	2005	1
32 Ourense	De 100.001 a 500.000	2004	1
32 Ourense	De 100.001 a 500.000	2003	1
32 Ourense	De 100.001 a 500.000	2002	1
32 Ourense	De 100.001 a 500.000	2001	1
32 Ourense	De 100.001 a 500.000	2000	1
32 Ourense	De 100.001 a 500.000	1999	1
32 Ourense	De 100.001 a 500.000	1998	1
32 Ourense	De 100.001 a 500.000	1997	""
32 Ourense	De 100.001 a 500.000	1996	1
32 Ourense	Más de 500.000	2021	0
32 Ourense	Más de 500.000	2020	0
32 Ourense	Más de 500.000	2019	0
32 Ourense	Más de 500.000	2018	0
32 Ourense	Más de 500.000	2017	0
32 Ourense	Más de 500.000	2016	0
32 Ourense	Más de 500.000	2015	0
32 Ourense	Más de 500.000	2014	0
32 Ourense	Más de 500.000	2013	0
32 Ourense	Más de 500.000	2012	0
32 Ourense	Más de 500.000	2011	0
32 Ourense	Más de 500.000	2010	0
32 Ourense	Más de 500.000	2009	0
32 Ourense	Más de 500.000	2008	0
32 Ourense	Más de 500.000	2007	0
32 Ourense	Más de 500.000	2006	0
32 Ourense	Más de 500.000	2005	0
32 Ourense	Más de 500.000	2004	0
32 Ourense	Más de 500.000	2003	0
32 Ourense	Más de 500.000	2002	0
32 Ourense	Más de 500.000	2001	0
32 Ourense	Más de 500.000	2000	0
32 Ourense	Más de 500.000	1999	0
32 Ourense	Más de 500.000	1998	0
32 Ourense	Más de 500.000	1997	""
32 Ourense	Más de 500.000	1996	0
34 Palencia	Total	2021	191
34 Palencia	Total	2020	191
34 Palencia	Total	2019	191
34 Palencia	Total	2018	191
34 Palencia	Total	2017	191
34 Palencia	Total	2016	191
34 Palencia	Total	2015	191
34 Palencia	Total	2014	191
34 Palencia	Total	2013	191
34 Palencia	Total	2012	191
34 Palencia	Total	2011	191
34 Palencia	Total	2010	191
34 Palencia	Total	2009	191
34 Palencia	Total	2008	191
34 Palencia	Total	2007	191
34 Palencia	Total	2006	191
34 Palencia	Total	2005	191
34 Palencia	Total	2004	191
34 Palencia	Total	2003	191
34 Palencia	Total	2002	191
34 Palencia	Total	2001	191
34 Palencia	Total	2000	191
34 Palencia	Total	1999	191
34 Palencia	Total	1998	191
34 Palencia	Total	1997	""
34 Palencia	Total	1996	191
34 Palencia	Menos de 101	2021	74
34 Palencia	Menos de 101	2020	75
34 Palencia	Menos de 101	2019	73
34 Palencia	Menos de 101	2018	71
34 Palencia	Menos de 101	2017	72
34 Palencia	Menos de 101	2016	70
34 Palencia	Menos de 101	2015	68
34 Palencia	Menos de 101	2014	69
34 Palencia	Menos de 101	2013	66
34 Palencia	Menos de 101	2012	65
34 Palencia	Menos de 101	2011	60
34 Palencia	Menos de 101	2010	61
34 Palencia	Menos de 101	2009	62
34 Palencia	Menos de 101	2008	58
34 Palencia	Menos de 101	2007	55
34 Palencia	Menos de 101	2006	54
34 Palencia	Menos de 101	2005	55
34 Palencia	Menos de 101	2004	54
34 Palencia	Menos de 101	2003	53
34 Palencia	Menos de 101	2002	53
34 Palencia	Menos de 101	2001	51
34 Palencia	Menos de 101	2000	47
34 Palencia	Menos de 101	1999	43
34 Palencia	Menos de 101	1998	43
34 Palencia	Menos de 101	1997	""
34 Palencia	Menos de 101	1996	39
34 Palencia	De 101 a 500	2021	86
34 Palencia	De 101 a 500	2020	85
34 Palencia	De 101 a 500	2019	87
34 Palencia	De 101 a 500	2018	89
34 Palencia	De 101 a 500	2017	87
34 Palencia	De 101 a 500	2016	88
34 Palencia	De 101 a 500	2015	90
34 Palencia	De 101 a 500	2014	89
34 Palencia	De 101 a 500	2013	92
34 Palencia	De 101 a 500	2012	93
34 Palencia	De 101 a 500	2011	96
34 Palencia	De 101 a 500	2010	94
34 Palencia	De 101 a 500	2009	93
34 Palencia	De 101 a 500	2008	97
34 Palencia	De 101 a 500	2007	99
34 Palencia	De 101 a 500	2006	100
34 Palencia	De 101 a 500	2005	99
34 Palencia	De 101 a 500	2004	99
34 Palencia	De 101 a 500	2003	101
34 Palencia	De 101 a 500	2002	100
34 Palencia	De 101 a 500	2001	102
34 Palencia	De 101 a 500	2000	105
34 Palencia	De 101 a 500	1999	109
34 Palencia	De 101 a 500	1998	108
34 Palencia	De 101 a 500	1997	""
